,concept_id_1,concept_id_2,relationship_id,valid_start_date,valid_end_date
79,2128000334,4045711,Maps to value,19930101,20991231
80,2128000334,4045812,Maps to value,19930101,20991231
81,2128000334,4282312,Maps to value,19930101,20991231
82,2128000334,4044672,Maps to value,19930101,20991231
83,2128000334,4043502,Maps to value,19930101,20991231
84,2128000334,4043790,Maps to value,19930101,20991231
85,2128000334,4044311,Maps to value,19930101,20991231
86,2128000334,4045198,Maps to value,19930101,20991231
87,2128000334,4046318,Maps to value,19930101,20991231
88,2128000334,4042788,Maps to value,19930101,20991231
89,2128000334,4234388,Maps to value,19930101,20991231
90,2128000334,4044320,Maps to value,19930101,20991231
91,2128000334,4046050,Maps to value,19930101,20991231
92,2128000334,4045695,Maps to value,19930101,20991231
93,2128000334,4042981,Maps to value,19930101,20991231
94,2128000334,4040324,Maps to value,19930101,20991231
95,2128000334,4038433,Maps to value,19930101,20991231
96,2128000334,4040497,Maps to value,19930101,20991231
97,2128000334,4041938,Maps to value,19930101,20991231
98,2128000334,4042604,Maps to value,19930101,20991231
99,2128000334,4041565,Maps to value,19930101,20991231
100,2128000334,4040691,Maps to value,19930101,20991231
101,2128000334,4041914,Maps to value,19930101,20991231
102,2128000334,4041216,Maps to value,19930101,20991231
103,2128000334,4044158,Maps to value,19930101,20991231
104,2128000334,4046165,Maps to value,19930101,20991231
105,2128000334,4041390,Maps to value,19930101,20991231
106,2128000334,4045919,Maps to value,19930101,20991231
107,2128000334,4204063,Maps to value,19930101,20991231
108,2128000334,4306647,Maps to value,19930101,20991231
109,2128000334,4040665,Maps to value,19930101,20991231
110,2128000334,4044644,Maps to value,19930101,20991231
111,2128000334,4039514,Maps to value,19930101,20991231
112,2128000334,4042271,Maps to value,19930101,20991231
113,2128000334,4039333,Maps to value,19930101,20991231
114,2128000334,4044151,Maps to value,19930101,20991231
115,2128000334,4044855,Maps to value,19930101,20991231
116,2128000334,4143039,Maps to value,19930101,20991231
117,2128000334,4039818,Maps to value,19930101,20991231
118,2128000334,4043646,Maps to value,19930101,20991231
119,2128000334,4046157,Maps to value,19930101,20991231
120,2128000334,4331723,Maps to value,19930101,20991231
121,2128000334,4040527,Maps to value,19930101,20991231
122,2128000334,4042296,Maps to value,19930101,20991231
123,2128000334,4046167,Maps to value,19930101,20991231
124,2128000334,4041583,Maps to value,19930101,20991231
125,2128000334,4039151,Maps to value,19930101,20991231
126,2128000334,4039644,Maps to value,19930101,20991231
127,2128000334,4041611,Maps to value,19930101,20991231
128,2128000334,4041406,Maps to value,19930101,20991231
129,2128000334,4040680,Maps to value,19930101,20991231
130,2128000334,4322455,Maps to value,19930101,20991231
131,2128000334,4279529,Maps to value,19930101,20991231
132,2128000334,4038466,Maps to value,19930101,20991231
133,2128000334,4044137,Maps to value,19930101,20991231
134,2128000334,4038465,Maps to value,19930101,20991231
135,2128000334,4045210,Maps to value,19930101,20991231
136,2128000334,4040706,Maps to value,19930101,20991231
137,2128000334,4201590,Maps to value,19930101,20991231
138,2128000334,4040344,Maps to value,19930101,20991231
139,2128000334,4043126,Maps to value,19930101,20991231
140,2128000334,4039823,Maps to value,19930101,20991231
141,2128000334,4039169,Maps to value,19930101,20991231
142,2128000334,4040850,Maps to value,19930101,20991231
143,2128000334,4039152,Maps to value,19930101,20991231
144,2128000334,4295866,Maps to value,19930101,20991231
145,2128000334,4042776,Maps to value,19930101,20991231
146,2128000334,4023942,Maps to value,19930101,20991231
147,2128000334,4216508,Maps to value,19930101,20991231
148,2128000334,4275430,Maps to value,19930101,20991231
149,2128000334,4294979,Maps to value,19930101,20991231
150,2128000334,4038430,Maps to value,19930101,20991231
151,2128000334,4044136,Maps to value,19930101,20991231
152,2128000334,4039821,Maps to value,19930101,20991231
153,2128000334,4217257,Maps to value,19930101,20991231
154,2128000334,4045830,Maps to value,19930101,20991231
155,2128000334,4040682,Maps to value,19930101,20991231
156,2128000334,4045355,Maps to value,19930101,20991231
157,2128000334,4039839,Maps to value,19930101,20991231
158,2128000334,4039343,Maps to value,19930101,20991231
159,2128000334,4045794,Maps to value,19930101,20991231
160,2128000334,4040877,Maps to value,19930101,20991231
161,2128000334,4045785,Maps to value,19930101,20991231
162,2128000334,4043814,Maps to value,19930101,20991231
163,2128000334,4045379,Maps to value,19930101,20991231
164,2128000334,4038097,Maps to value,19930101,20991231
165,2128000334,4042616,Maps to value,19930101,20991231
166,2128000334,4042763,Maps to value,19930101,20991231
167,2128000334,4041418,Maps to value,19930101,20991231
168,2128000334,4046151,Maps to value,19930101,20991231
169,2128000334,4044828,Maps to value,19930101,20991231
170,2128000334,4040339,Maps to value,19930101,20991231
171,2128000334,4001927,Maps to value,19930101,20991231
172,2128000334,4043999,Maps to value,19930101,20991231
173,2128000334,4046537,Maps to value,19930101,20991231
174,2128000334,4043796,Maps to value,19930101,20991231
175,2128000334,4041955,Maps to value,19930101,20991231
176,2128000334,4041923,Maps to value,19930101,20991231
177,2128000334,4043492,Maps to value,19930101,20991231
178,2128000334,4206330,Maps to value,19930101,20991231
179,2128000334,4037721,Maps to value,19930101,20991231
180,2128000334,4009951,Maps to value,19930101,20991231
181,2128000334,4035170,Maps to value,19930101,20991231
182,2128000334,4043159,Maps to value,19930101,20991231
183,2128000334,4044165,Maps to value,19930101,20991231
184,2128000334,4242596,Maps to value,19930101,20991231
185,2128000334,4043475,Maps to value,19930101,20991231
186,2128000334,4044868,Maps to value,19930101,20991231
187,2128000334,4207229,Maps to value,19930101,20991231
188,2128000334,4042088,Maps to value,19930101,20991231
189,2128000334,4044316,Maps to value,19930101,20991231
190,2128000334,4231090,Maps to value,19930101,20991231
191,2128000334,4044504,Maps to value,19930101,20991231
192,2128000334,4045692,Maps to value,19930101,20991231
193,2128000334,4240693,Maps to value,19930101,20991231
194,2128000334,4039999,Maps to value,19930101,20991231
195,2128000334,4039810,Maps to value,19930101,20991231
196,2128000334,4045208,Maps to value,19930101,20991231
197,2128000334,4328741,Maps to value,19930101,20991231
198,2128000334,46271668,Maps to value,19930101,20991231
199,2128000334,4040017,Maps to value,19930101,20991231
200,2128000334,4045529,Maps to value,19930101,20991231
201,2128000334,4045393,Maps to value,19930101,20991231
202,2128000334,4038093,Maps to value,19930101,20991231
203,2128000334,4040191,Maps to value,19930101,20991231
204,2128000334,4195001,Maps to value,19930101,20991231
205,2128000334,4042615,Maps to value,19930101,20991231
206,2128000334,4042807,Maps to value,19930101,20991231
207,2128000334,4045511,Maps to value,19930101,20991231
208,2128000334,4040865,Maps to value,19930101,20991231
209,2128000334,4044832,Maps to value,19930101,20991231
210,2128000334,4040841,Maps to value,19930101,20991231
211,2128000334,4028014,Maps to value,19930101,20991231
212,2128000334,4041749,Maps to value,19930101,20991231
213,2128000334,4044324,Maps to value,19930101,20991231
214,2128000334,4041576,Maps to value,19930101,20991231
215,2128000334,4042636,Maps to value,19930101,20991231
216,2128000334,4045538,Maps to value,19930101,20991231
217,2128000334,4039833,Maps to value,19930101,20991231
218,2128000334,4041039,Maps to value,19930101,20991231
219,2128000334,4044870,Maps to value,19930101,20991231
220,2128000334,4045823,Maps to value,19930101,20991231
221,2128000334,4037716,Maps to value,19930101,20991231
222,2128000334,4263679,Maps to value,19930101,20991231
223,2128000334,4042798,Maps to value,19930101,20991231
224,2128000334,4039668,Maps to value,19930101,20991231
225,2128000334,4044498,Maps to value,19930101,20991231
226,2128000334,4045921,Maps to value,19930101,20991231
227,2128000334,4045390,Maps to value,19930101,20991231
228,2128000334,4040152,Maps to value,19930101,20991231
229,2128000334,4044659,Maps to value,19930101,20991231
230,2128000334,4038474,Maps to value,19930101,20991231
231,2128000334,4041036,Maps to value,19930101,20991231
232,2128000334,4041226,Maps to value,19930101,20991231
233,2128000334,4040529,Maps to value,19930101,20991231
234,2128000334,4045394,Maps to value,19930101,20991231
235,2128000334,4045803,Maps to value,19930101,20991231
236,2128000334,4044175,Maps to value,19930101,20991231
237,2128000334,4314268,Maps to value,19930101,20991231
238,2128000334,4040313,Maps to value,19930101,20991231
239,2128000334,4147199,Maps to value,19930101,20991231
240,2128000334,4040875,Maps to value,19930101,20991231
241,2128000334,4039137,Maps to value,19930101,20991231
242,2128000334,4045378,Maps to value,19930101,20991231
243,2128000334,4043660,Maps to value,19930101,20991231
244,2128000334,4058993,Maps to value,19930101,20991231
245,2128000334,4039468,Maps to value,19930101,20991231
246,2128000334,4047379,Maps to value,19930101,20991231
247,2128000334,4040347,Maps to value,19930101,20991231
248,2128000334,4041775,Maps to value,19930101,20991231
249,2128000334,4039492,Maps to value,19930101,20991231
250,2128000334,4042101,Maps to value,19930101,20991231
251,2128000334,4045916,Maps to value,19930101,20991231
252,2128000334,4043988,Maps to value,19930101,20991231
253,2128000334,4254355,Maps to value,19930101,20991231
254,2128000334,4043971,Maps to value,19930101,20991231
255,2128000334,4045925,Maps to value,19930101,20991231
256,2128000334,4245360,Maps to value,19930101,20991231
257,2128000334,4249281,Maps to value,19930101,20991231
258,2128000334,4043958,Maps to value,19930101,20991231
259,2128000334,4031332,Maps to value,19930101,20991231
260,2128000334,4045806,Maps to value,19930101,20991231
261,2128000334,4041200,Maps to value,19930101,20991231
262,2128000334,4039497,Maps to value,19930101,20991231
263,2128000334,4045183,Maps to value,19930101,20991231
264,2128000334,4044133,Maps to value,19930101,20991231
265,2128000334,4040155,Maps to value,19930101,20991231
266,2128000334,4040879,Maps to value,19930101,20991231
267,2128000334,4231678,Maps to value,19930101,20991231
268,2128000334,4045814,Maps to value,19930101,20991231
269,2128000334,4038458,Maps to value,19930101,20991231
270,2128000334,4044001,Maps to value,19930101,20991231
271,2128000334,4039324,Maps to value,19930101,20991231
272,2128000334,4041593,Maps to value,19930101,20991231
273,2128000334,4045703,Maps to value,19930101,20991231
274,2128000334,4041384,Maps to value,19930101,20991231
275,2128000334,4042944,Maps to value,19930101,20991231
276,2128000334,4042794,Maps to value,19930101,20991231
277,2128000334,4222468,Maps to value,19930101,20991231
278,2128000334,4043979,Maps to value,19930101,20991231
279,2128000334,4038080,Maps to value,19930101,20991231
280,2128000334,4043989,Maps to value,19930101,20991231
281,2128000334,4045552,Maps to value,19930101,20991231
282,2128000334,4040862,Maps to value,19930101,20991231
283,2128000334,4038069,Maps to value,19930101,20991231
284,2128000334,4230634,Maps to value,19930101,20991231
285,2128000334,4042109,Maps to value,19930101,20991231
286,2128000334,4043986,Maps to value,19930101,20991231
287,2128000334,4042968,Maps to value,19930101,20991231
288,2128000334,4039155,Maps to value,19930101,20991231
289,2128000334,4040885,Maps to value,19930101,20991231
290,2128000334,4047363,Maps to value,19930101,20991231
291,2128000334,4212100,Maps to value,19930101,20991231
292,2128000334,4046308,Maps to value,19930101,20991231
293,2128000334,4046421,Maps to value,19930101,20991231
294,2128000334,4039652,Maps to value,19930101,20991231
295,2128000334,4046402,Maps to value,19930101,20991231
296,2128000334,4044651,Maps to value,19930101,20991231
297,2128000334,4187754,Maps to value,19930101,20991231
298,2128000334,4180260,Maps to value,19930101,20991231
299,2128000334,4044679,Maps to value,19930101,20991231
300,2128000334,4040856,Maps to value,19930101,20991231
301,2128000334,4042976,Maps to value,19930101,20991231
302,2128000334,4042438,Maps to value,19930101,20991231
303,2128000334,4037932,Maps to value,19930101,20991231
304,2128000334,4038088,Maps to value,19930101,20991231
305,2128000334,4046306,Maps to value,19930101,20991231
306,2128000334,4044833,Maps to value,19930101,20991231
307,2128000334,4099903,Maps to value,19930101,20991231
308,2128000334,4041026,Maps to value,19930101,20991231
309,2128000334,4043326,Maps to value,19930101,20991231
310,2128000334,4042129,Maps to value,19930101,20991231
311,2128000334,4041053,Maps to value,19930101,20991231
312,2128000334,4041059,Maps to value,19930101,20991231
313,2128000334,4043653,Maps to value,19930101,20991231
314,2128000334,4046520,Maps to value,19930101,20991231
315,2128000334,4045906,Maps to value,19930101,20991231
316,2128000334,4042626,Maps to value,19930101,20991231
317,2128000334,4039312,Maps to value,19930101,20991231
318,2128000334,4040524,Maps to value,19930101,20991231
319,2128000334,4042765,Maps to value,19930101,20991231
320,2128000334,4040500,Maps to value,19930101,20991231
321,2128000334,4044865,Maps to value,19930101,20991231
322,2128000334,4175500,Maps to value,19930101,20991231
323,2128000334,4039304,Maps to value,19930101,20991231
324,2128000334,4038613,Maps to value,19930101,20991231
325,2128000334,4044670,Maps to value,19930101,20991231
326,2128000334,4044503,Maps to value,19930101,20991231
327,2128000334,4040335,Maps to value,19930101,20991231
328,2128000334,4331000,Maps to value,19930101,20991231
329,2128000334,4043478,Maps to value,19930101,20991231
330,2128000334,4277096,Maps to value,19930101,20991231
331,2128000334,4136356,Maps to value,19930101,20991231
332,2128000334,4038300,Maps to value,19930101,20991231
333,2128000334,4039502,Maps to value,19930101,20991231
334,2128000334,4044150,Maps to value,19930101,20991231
335,2128000334,4038446,Maps to value,19930101,20991231
336,2128000334,4043498,Maps to value,19930101,20991231
337,2128000334,4042107,Maps to value,19930101,20991231
338,2128000334,4221090,Maps to value,19930101,20991231
339,2128000334,4043629,Maps to value,19930101,20991231
340,2128000334,4045185,Maps to value,19930101,20991231
341,2128000334,4219148,Maps to value,19930101,20991231
342,2128000334,4042116,Maps to value,19930101,20991231
343,2128000334,4045816,Maps to value,19930101,20991231
344,2128000334,4039157,Maps to value,19930101,20991231
345,2128000334,4045369,Maps to value,19930101,20991231
346,2128000334,4043975,Maps to value,19930101,20991231
347,2128000334,4043983,Maps to value,19930101,20991231
348,2128000334,4046528,Maps to value,19930101,20991231
349,2128000334,4210757,Maps to value,19930101,20991231
350,2128000334,4042427,Maps to value,19930101,20991231
351,2128000334,4038440,Maps to value,19930101,20991231
352,2128000334,4040010,Maps to value,19930101,20991231
353,2128000334,4042769,Maps to value,19930101,20991231
354,2128000334,4150362,Maps to value,19930101,20991231
355,2128000334,4038989,Maps to value,19930101,20991231
356,2128000334,4046172,Maps to value,19930101,20991231
357,2128000334,4039172,Maps to value,19930101,20991231
358,2128000334,4043112,Maps to value,19930101,20991231
359,2128000334,4038462,Maps to value,19930101,20991231
360,2128000334,4045709,Maps to value,19930101,20991231
361,2128000334,4044167,Maps to value,19930101,20991231
362,2128000334,4046405,Maps to value,19930101,20991231
363,2128000334,4045001,Maps to value,19930101,20991231
364,2128000334,4042127,Maps to value,19930101,20991231
365,2128000334,4040023,Maps to value,19930101,20991231
366,2128000334,4042775,Maps to value,19930101,20991231
367,2128000334,4040148,Maps to value,19930101,20991231
368,2128000334,4042632,Maps to value,19930101,20991231
369,2128000334,4045549,Maps to value,19930101,20991231
370,2128000334,4041587,Maps to value,19930101,20991231
371,2128000334,4043470,Maps to value,19930101,20991231
372,2128000334,4039676,Maps to value,19930101,20991231
373,2128000334,4042611,Maps to value,19930101,20991231
374,2128000334,4041063,Maps to value,19930101,20991231
375,2128000334,4046168,Maps to value,19930101,20991231
376,2128000334,4039150,Maps to value,19930101,20991231
377,2128000334,4040508,Maps to value,19930101,20991231
378,2128000334,4046415,Maps to value,19930101,20991231
379,2128000334,4046312,Maps to value,19930101,20991231
380,2128000334,4045385,Maps to value,19930101,20991231
381,2128000334,4045829,Maps to value,19930101,20991231
382,2128000334,4044305,Maps to value,19930101,20991231
383,2128000334,4037569,Maps to value,19930101,20991231
384,2128000334,4288027,Maps to value,19930101,20991231
385,2128000334,4215826,Maps to value,19930101,20991231
386,2128000334,4042429,Maps to value,19930101,20991231
387,2128000334,4240098,Maps to value,19930101,20991231
388,2128000334,4039639,Maps to value,19930101,20991231
389,2128000334,4096345,Maps to value,19930101,20991231
390,2128000334,4045684,Maps to value,19930101,20991231
391,2128000334,4097232,Maps to value,19930101,20991231
392,2128000334,4147663,Maps to value,19930101,20991231
393,2128000334,4265201,Maps to value,19930101,20991231
394,2128000334,4045358,Maps to value,19930101,20991231
395,2128000334,4010979,Maps to value,19930101,20991231
396,2128000334,4041020,Maps to value,19930101,20991231
397,2128000334,4044295,Maps to value,19930101,20991231
398,2128000334,4107407,Maps to value,19930101,20991231
399,2128000334,4037556,Maps to value,19930101,20991231
400,2128000334,4043627,Maps to value,19930101,20991231
401,2128000334,4039478,Maps to value,19930101,20991231
402,2128000334,4254630,Maps to value,19930101,20991231
403,2128000334,4037553,Maps to value,19930101,20991231
404,2128000334,4167661,Maps to value,19930101,20991231
405,2128000334,4043963,Maps to value,19930101,20991231
406,2128000334,4044829,Maps to value,19930101,20991231
407,2128000334,4035954,Maps to value,19930101,20991231
408,2128000334,4040683,Maps to value,19930101,20991231
409,2128000334,4043981,Maps to value,19930101,20991231
410,2128000334,4297859,Maps to value,19930101,20991231
411,2128000334,4040489,Maps to value,19930101,20991231
412,2128000334,4043485,Maps to value,19930101,20991231
413,2128000334,4041040,Maps to value,19930101,20991231
414,2128000334,4043476,Maps to value,19930101,20991231
415,2128000334,4043663,Maps to value,19930101,20991231
416,2128000334,4040336,Maps to value,19930101,20991231
417,2128000334,4041382,Maps to value,19930101,20991231
418,2128000334,4044849,Maps to value,19930101,20991231
419,2128000334,4039135,Maps to value,19930101,20991231
420,2128000334,4140851,Maps to value,19930101,20991231
421,2128000334,4039316,Maps to value,19930101,20991231
422,2128000334,4044131,Maps to value,19930101,20991231
423,2128000334,4045533,Maps to value,19930101,20991231
424,2128000334,4268038,Maps to value,19930101,20991231
425,2128000334,4041407,Maps to value,19930101,20991231
426,2128000334,4041596,Maps to value,19930101,20991231
427,2128000334,4046189,Maps to value,19930101,20991231
428,2128000334,4044474,Maps to value,19930101,20991231
429,2128000334,4045519,Maps to value,19930101,20991231
430,2128000334,4040161,Maps to value,19930101,20991231
431,2128000334,4038095,Maps to value,19930101,20991231
432,2128000334,4043153,Maps to value,19930101,20991231
433,2128000334,4044830,Maps to value,19930101,20991231
434,2128000334,4046409,Maps to value,19930101,20991231
435,2128000334,4040870,Maps to value,19930101,20991231
436,2128000334,4045357,Maps to value,19930101,20991231
437,2128000334,4042970,Maps to value,19930101,20991231
438,2128000334,4223209,Maps to value,19930101,20991231
439,2128000334,4046037,Maps to value,19930101,20991231
440,2128000334,4043490,Maps to value,19930101,20991231
441,2128000334,4042290,Maps to value,19930101,20991231
442,2128000334,4041612,Maps to value,19930101,20991231
443,2128000334,4243507,Maps to value,19930101,20991231
444,2128000334,4041607,Maps to value,19930101,20991231
445,2128000334,4039642,Maps to value,19930101,20991231
446,2128000334,4038464,Maps to value,19930101,20991231
447,2128000334,4041419,Maps to value,19930101,20991231
448,2128000334,4098870,Maps to value,19930101,20991231
449,2128000334,4178779,Maps to value,19930101,20991231
450,2128000334,4037567,Maps to value,19930101,20991231
451,2128000334,4039828,Maps to value,19930101,20991231
452,2128000334,4040020,Maps to value,19930101,20991231
453,2128000334,4043141,Maps to value,19930101,20991231
454,2128000334,4045924,Maps to value,19930101,20991231
455,2128000334,4039342,Maps to value,19930101,20991231
456,2128000334,4290466,Maps to value,19930101,20991231
457,2128000334,4044660,Maps to value,19930101,20991231
458,2128000334,4038984,Maps to value,19930101,20991231
459,2128000334,4041595,Maps to value,19930101,20991231
460,2128000334,4045546,Maps to value,19930101,20991231
461,2128000334,4233102,Maps to value,19930101,20991231
462,2128000334,4040687,Maps to value,19930101,20991231
463,2128000334,4044462,Maps to value,19930101,20991231
464,2128000334,4046440,Maps to value,19930101,20991231
465,2128000334,4046321,Maps to value,19930101,20991231
466,2128000334,4043654,Maps to value,19930101,20991231
467,2128000334,4040807,Maps to value,19930101,20991231
468,2128000334,4185983,Maps to value,19930101,20991231
469,2128000334,4045932,Maps to value,19930101,20991231
470,2128000334,4310699,Maps to value,19930101,20991231
471,2128000334,4044509,Maps to value,19930101,20991231
472,2128000334,4043466,Maps to value,19930101,20991231
473,2128000334,4042624,Maps to value,19930101,20991231
474,2128000334,4045523,Maps to value,19930101,20991231
475,2128000334,4043284,Maps to value,19930101,20991231
476,2128000334,4046186,Maps to value,19930101,20991231
477,2128000334,4038986,Maps to value,19930101,20991231
478,2128000334,4040012,Maps to value,19930101,20991231
479,2128000334,4044322,Maps to value,19930101,20991231
480,2128000334,4044129,Maps to value,19930101,20991231
481,2128000334,4039350,Maps to value,19930101,20991231
482,2128000334,4045195,Maps to value,19930101,20991231
483,2128000334,4215805,Maps to value,19930101,20991231
484,2128000334,4042785,Maps to value,19930101,20991231
485,2128000334,4045006,Maps to value,19930101,20991231
486,2128000334,4039317,Maps to value,19930101,20991231
487,2128000334,4045023,Maps to value,19930101,20991231
488,2128000334,4045522,Maps to value,19930101,20991231
489,2128000334,4046194,Maps to value,19930101,20991231
490,2128000334,4228347,Maps to value,19930101,20991231
491,2128000334,4039654,Maps to value,19930101,20991231
492,2128000334,4045825,Maps to value,19930101,20991231
493,2128000334,4043501,Maps to value,19930101,20991231
494,2128000334,4068713,Maps to value,19930101,20991231
495,2128000334,4201572,Maps to value,19930101,20991231
496,2128000334,4037564,Maps to value,19930101,20991231
497,2128000334,4042601,Maps to value,19930101,20991231
498,2128000334,4046423,Maps to value,19930101,20991231
499,2128000334,4265793,Maps to value,19930101,20991231
500,2128000334,4041021,Maps to value,19930101,20991231
501,2128000334,4044328,Maps to value,19930101,20991231
502,2128000334,4038441,Maps to value,19930101,20991231
503,2128000334,4043111,Maps to value,19930101,20991231
504,2128000334,4039319,Maps to value,19930101,20991231
505,2128000334,4051825,Maps to value,19930101,20991231
506,2128000334,4045200,Maps to value,19930101,20991231
507,2128000334,4251318,Maps to value,19930101,20991231
508,2128000334,4041922,Maps to value,19930101,20991231
509,2128000334,4046040,Maps to value,19930101,20991231
510,2128000334,4045918,Maps to value,19930101,20991231
511,2128000334,4035445,Maps to value,19930101,20991231
512,2128000334,4043835,Maps to value,19930101,20991231
513,2128000334,4046324,Maps to value,19930101,20991231
514,2128000334,4040684,Maps to value,19930101,20991231
515,2128000334,4042772,Maps to value,19930101,20991231
516,2128000334,4041586,Maps to value,19930101,20991231
517,2128000334,4042281,Maps to value,19930101,20991231
518,2128000334,4046184,Maps to value,19930101,20991231
519,2128000334,4307100,Maps to value,19930101,20991231
520,2128000334,4040350,Maps to value,19930101,20991231
521,2128000334,4223506,Maps to value,19930101,20991231
522,2128000334,4287261,Maps to value,19930101,20991231
523,2128000334,4039348,Maps to value,19930101,20991231
524,2128000334,4037546,Maps to value,19930101,20991231
525,2128000334,4041057,Maps to value,19930101,20991231
526,2128000334,4302451,Maps to value,19930101,20991231
527,2128000334,4045218,Maps to value,19930101,20991231
528,2128000334,4008703,Maps to value,19930101,20991231
529,2128000334,4038444,Maps to value,19930101,20991231
530,2128000334,4039306,Maps to value,19930101,20991231
531,2128000334,4045939,Maps to value,19930101,20991231
532,2128000334,4044837,Maps to value,19930101,20991231
533,2128000334,4040883,Maps to value,19930101,20991231
534,2128000334,4041412,Maps to value,19930101,20991231
535,2128000334,4045035,Maps to value,19930101,20991231
536,2128000334,4045536,Maps to value,19930101,20991231
537,2128000334,4039510,Maps to value,19930101,20991231
538,2128000334,4040860,Maps to value,19930101,20991231
539,2128000334,4045553,Maps to value,19930101,20991231
540,2128000334,4039835,Maps to value,19930101,20991231
541,2128000334,4314551,Maps to value,19930101,20991231
542,2128000334,4138232,Maps to value,19930101,20991231
543,2128000334,4038296,Maps to value,19930101,20991231
544,2128000334,4195861,Maps to value,19930101,20991231
545,2128000334,4041404,Maps to value,19930101,20991231
546,2128000334,4043806,Maps to value,19930101,20991231
547,2128000334,4038994,Maps to value,19930101,20991231
548,2128000334,4040854,Maps to value,19930101,20991231
549,2128000334,4045221,Maps to value,19930101,20991231
550,2128000334,4046323,Maps to value,19930101,20991231
551,2128000334,4045694,Maps to value,19930101,20991231
552,2128000334,4043124,Maps to value,19930101,20991231
553,2128000334,4044862,Maps to value,19930101,20991231
554,2128000334,4040503,Maps to value,19930101,20991231
555,2128000334,4040522,Maps to value,19930101,20991231
556,2128000334,4041433,Maps to value,19930101,20991231
